capacidade_m3,media_valor,desvio_padrao_valor,melhor_valor,custo_melhor,volume_m3_melhor,qtd_itens_melhor,media_tempo_execucao_s,desvio_tempo_execucao_s,itens_selecionados_melhor
3.0,15889.0785,299.6775,16359.4500,2100.4780,1.6405,46,0.9460,0.0106,"God Of War Ragnarok PS4 - Standard Edition; Liquidificador Turbo Power Mondial; Lavadora de Alta Pressão WAP; Fonte MSI MAG; Monitor Gamer LG; Utensílios de Cozinha de Madeira; 3 Prateleiras; Panela de Pressão 4,5 Polida; Varal Dobrável; Módulo Automotivo Soundigital; Churrasqueira Elétrica Giratória de Inox; Balcão Caixa Recepção Wallet; Fogão Cooktop Chamalar; Multiprocessador Philco; Cortador Elétrico Mondial Spiralize; Passadeira de Roupas; Mala de Viagem Rose em ABS - P; Fritadeira Industrial Elétrica Cuba Profissional; Box - O Fantasma da Ópera; Taça Prime Scotland Degustação Whisky; Glencairn Copo de Uísque (15 cm) - Pacote Comercial; Lâmpada Inteligente 15W Smart; Câmera de Esgoto com Tela LED; A História da Terra-média - Box 2; Escova de Dentes MAM Training Brush Azul; Mini Desembaraçador Aqua (Exclusivo Amazon); Umidificador Difusor de Ar BanpinSH; Faqueiro Amazonas 48 Peças Tramontina; Controle Remoto Universal para Smart TVs; Balcão Cozinha Armário Gabinete para Pia; Nebzmart Portátil; Mop Flat Chenile com Cabo Telescópico; Magic Mixies - Caldeirão Mágico Rosa; Barbeador Série Flex; Barbeador Elétrico Seco Philips; Magic Mixies - Mixlings Twin Pack; Sérum Facial Vitamina C 10% Tracta; Jogo de Facas Tramontina Colorcut; BLACK+DECKER Ferro a Vapor; Headset Gamer HyperX Cloud II; Natura Essencial Único Deo Parfum Feminino 90ml; Phebo Sabonete Líquido 320ml; Jogo Rummikub Júnior; Caixa Organizadora Empilhável Bambu; Arandela Carvalho; Gaveteiro Madeira Branco"
