capacidade_m3,media_valor,desvio_padrao_valor,melhor_valor,custo_melhor,volume_m3_melhor,qtd_itens_melhor,media_tempo_execucao_s,desvio_tempo_execucao_s,itens_selecionados_melhor
9.0,15736.2435,267.7165,16364.6800,2708.9670,2.2690,44,0.9380,0.0025,"Liquidificador Turbo Power Mondial; Lavadora de Alta Pressão WAP; Furadeira Parafusadeira WAP; Fonte MSI MAG; Monitor Gamer LG; Utensílios de Cozinha de Madeira; Estante Aparador; Panela de Pressão 4,5 Polida; Varal Dobrável; Módulo Automotivo Soundigital; Churrasqueira Elétrica Giratória de Inox; Balcão Caixa Recepção Wallet; Fogão Cooktop Chamalar; Multiprocessador Philco; Cortador Elétrico Mondial Spiralize; Passadeira de Roupas; Mala de Viagem Rose em ABS - P; Fritadeira Industrial Elétrica Cuba Profissional; Box - O Fantasma da Ópera; Bauleto 28L Smart Box Pro Tork; Taça Prime Scotland Degustação Whisky; Copo Trainer 220ml MAM Rosa; Glencairn Copo de Uísque (15 cm) - Pacote Comercial; Câmera de Esgoto com Tela LED; A História da Terra-média - Box 2; Escova de Dentes MAM Training Brush Azul; Umidificador Difusor de Ar BanpinSH; Faqueiro Amazonas 48 Peças Tramontina; Balcão Cozinha Armário Gabinete para Pia; Nebzmart Portátil; Pruie Mini Carregador de Bateria Portátil; Shampoo Desamarelador Truss Blond 300ml; Magic Mixies - Caldeirão Mágico Rosa; Barbeador Série Flex; Barbeador Elétrico Seco Philips; Jogo de Facas Tramontina Colorcut; Multiplicador 5 Tomadas Bivolt; BLACK+DECKER Ferro a Vapor; Headset Gamer HyperX Cloud II; Natura Essencial Único Deo Parfum Feminino 90ml; Phebo Sabonete Líquido 320ml; Arandela Carvalho; Gaveteiro Madeira Branco; Vela Aromatizada Jasmim Silvestre Branco"
