capacidade_m3,media_valor,desvio_padrao_valor,melhor_valor,custo_melhor,volume_m3_melhor,qtd_itens_melhor,media_tempo_execucao_s,desvio_tempo_execucao_s,itens_selecionados_melhor
6.0,15557.2485,426.4558,16466.7100,2751.0930,2.3011,45,0.9375,0.0024,"God Of War Ragnarok PS4 - Standard Edition; Ventilador Mondial; Lavadora de Alta Pressão WAP; Furadeira Parafusadeira WAP; Fonte MSI MAG; Monitor Gamer LG; Utensílios de Cozinha de Madeira; Estante Aparador; 3 Prateleiras; Panela de Pressão 4,5 Polida; Módulo Automotivo Soundigital; Churrasqueira Elétrica Giratória de Inox; Balcão Caixa Recepção Wallet; Fogão Cooktop Chamalar; Multiprocessador Philco; Cortador Elétrico Mondial Spiralize; Passadeira de Roupas; Mala de Viagem Rose em ABS - P; Fritadeira Industrial Elétrica Cuba Profissional; Box - O Fantasma da Ópera; Bauleto 28L Smart Box Pro Tork; Taça Prime Scotland Degustação Whisky; Copo Trainer 220ml MAM Rosa; Câmera de Esgoto com Tela LED; A História da Terra-média - Box 2; Escova de Dentes MAM Training Brush Azul; Mini Desembaraçador Aqua (Exclusivo Amazon); Umidificador Difusor de Ar BanpinSH; Faqueiro Amazonas 48 Peças Tramontina; Balcão Cozinha Armário Gabinete para Pia; Nebzmart Portátil; Pruie Mini Carregador de Bateria Portátil; Shampoo Desamarelador Truss Blond 300ml; Mop Flat Chenile com Cabo Telescópico; Magic Mixies - Caldeirão Mágico Rosa; Barbeador Série Flex; Barbeador Elétrico Seco Philips; Magic Mixies - Mixlings Twin Pack; Sérum Facial Vitamina C 10% Tracta; Multiplicador 5 Tomadas Bivolt; Headset Gamer HyperX Cloud II; Natura Essencial Único Deo Parfum Feminino 90ml; Jogo Rummikub Júnior; Arandela Carvalho; Gaveteiro Madeira Branco"
