capacidade_m3,media_valor,desvio_padrao_valor,melhor_valor,custo_melhor,volume_m3_melhor,qtd_itens_melhor,media_tempo_execucao_s,desvio_tempo_execucao_s,itens_selecionados_melhor
9.0,108130.2340,808.2386,109051.4600,5171.4750,4.8915,28,0.9295,0.0235,Echo Studio; Echo Show 10; Kindle 11ª Geração; Multiplicador 5 Tomadas; Boneco Dungeons & Dragons; LEGO Ideas Farol Motorizado; LEGO Indiana Jones - O Templo do Ídolo Dourado; Mochila Casual; Midea - Frigobar 45L; Fritadeira Airfryer 4L; Arno Cafeteira Espresso Nescafé; Forno Elétrico Britânia; Micro-ondas Electrolux; Lavadora de Roupas Consul; Lavadora de Roupas Brastemp; Geladeira Brastemp Frost Free; Cooktop 4 Bocas Mondial; Refrigerador Brastemp Frost Free French Door; Fogão 4 Bocas Dako; Lava e Seca Samsung; Freezer Horizontal Consul; Depurador Slim Suggar; Apple TV; MacBook Air; iPhone 14 Pro; MacBook Pro; iPad Pro; Jogo de Facas Tramontina
