capacidade_m3,media_valor,desvio_padrao_valor,melhor_valor,custo_melhor,volume_m3_melhor,qtd_itens_melhor,media_tempo_execucao_s,desvio_tempo_execucao_s,itens_selecionados_melhor
3.0,98262.0765,832.9897,99421.8000,3223.6420,2.9836,24,0.9494,0.0252,Echo Studio; Echo Show 10; Kindle 11ª Geração; Boneco Dungeons & Dragons; LEGO Ideas Farol Motorizado; LEGO Indiana Jones - O Templo do Ídolo Dourado; Mochila Casual; Midea - Frigobar 45L; Fritadeira Airfryer 4L; Arno Cafeteira Espresso Nescafé; Forno Elétrico Britânia; Micro-ondas Electrolux; Lavadora de Roupas Consul; Lavadora de Roupas Brastemp; Cooktop 4 Bocas Mondial; Refrigerador Brastemp Frost Free French Door; Lava e Seca Samsung; Depurador Slim Suggar; Apple TV; MacBook Air; iPhone 14 Pro; MacBook Pro; iPad Pro; Jogo de Facas Tramontina
