capacidade_m3,media_valor,desvio_padrao_valor,melhor_valor,custo_melhor,volume_m3_melhor,qtd_itens_melhor,media_tempo_execucao_s,desvio_tempo_execucao_s,itens_selecionados_melhor
9.0,147841.0545,2247.4700,150434.4200,9798.7448,8.9587,84,1.0115,0.0031,Iphone 6; TV 55'; TV 50'; TV 42'; Notebook Dell; Ventilador Panasonic; Microondas Electrolux; Microondas LG; Microondas Panasonic; Geladeira Brastemp; Notebook Lenovo; Notebook Asus; Echo Show 8; Cafeteira Oster PrimaLatte II; Umidificador WAP Air Flow; Aquecedor WAP Air Heat; Risqué Top Coat; CD Dua Lipa Future Nostalgia; Mop Plano 3 em 1; Kit Casa Conectada Positivo; Difusor de Aromas; Echo Studio; Echo Show 10; Kindle 11ª Geração; Multiplicador 5 Tomadas; LEGO Ideas Farol Motorizado; LEGO Indiana Jones Templo do Ídolo Dourado; Mochila Casual; Fritadeira Airfryer 4L; Cafeteira Espresso Arno Nescafé; Forno Elétrico Britânia; Micro-ondas Electrolux; Lavadora Consul; Lavadora Brastemp; Geladeira Brastemp Frost Free; Refrigerador Brastemp French Door; Fogão 4 bocas Dako; Lava e Seca Samsung; Freezer Horizontal Consul; Depurador Slim Suggar; Apple TV; MacBook Air; iPhone 14 Pro; MacBook Pro; iPad Pro; Jogo Facas Tramontina; Liquidificador Turbo Power Mondial; Lavadora de Alta Pressão WAP; Furadeira Parafusadeira WAP; Fonte MSI MAG; Utensílios de Cozinha de Madeira; 3 Prateleiras; Varal Dobrável; Módulo Automotivo Soundigital; Churrasqueira Elétrica Giratória Inox; Balcão Caixa Recepção Wallet; Fogão Cooktop Chamalar; Multiprocessador Philco; Cortador Elétrico Mondial Spiralize; Mala de Viagem ABS P; Fritadeira Industrial Elétrica Profissional; Box O Fantasma da Ópera; Lâmpada Inteligente 15W Smart; Câmera de Esgoto com Tela LED; A História da Terra-média - Box 2 (2ª vez); Mini Desembaraçador Amazon Aqua; Umidificador Difusor BanpinSH; Nebzmart Portátil; Mini Carregador Portátil Pruie; Mop Flat Chenile; Magic Mixies Caldeirão Mágico Rosa; Barbeador Série Flex; Barbeador Elétrico Philips Seco; Sérum Facial Vitamina C 10 Tracta; Jogo Facas Tramontina Colorcut; Multiplicador 5 Tomadas Bivolt; Ferro Black+Decker a Vapor; Headset HyperX Cloud II; Natura Essencial Único Feminino 90ml; Phebo Sabonete Líquido 320ml; Lixeira 3L; Arandela Carvalho; Gaveteiro Madeira Branco; Vela Aromatizada Jasmim Silvestre
