capacidade_m3,media_valor,desvio_padrao_valor,melhor_valor,custo_melhor,volume_m3_melhor,qtd_itens_melhor,media_tempo_execucao_s,desvio_tempo_execucao_s,itens_selecionados_melhor
3.0,120797.7800,658.8870,121688.9400,3545.8278,2.8558,69,1.0780,0.0185,"Iphone 6; TV 55'; TV 50'; TV 42'; Notebook Dell; Microondas Electrolux; Microondas LG; Microondas Panasonic; Echo Show 8; A História da Terra-média - Box 2; Cafeteira Oster PrimaLatte II; Aquecedor WAP Air Heat; Truss Hidratação Intensa; CD Dua Lipa Future Nostalgia; Kit Casa Conectada Positivo; Echo Studio; Echo Show 10; Kindle 11ª Geração; Multiplicador 5 Tomadas; LEGO Ideas Farol Motorizado; LEGO Indiana Jones Templo do Ídolo Dourado; Mochila Casual; Fritadeira Airfryer 4L; Cafeteira Espresso Arno Nescafé; Forno Elétrico Britânia; Micro-ondas Electrolux; Lavadora Brastemp; Lava e Seca Samsung; Depurador Slim Suggar; Apple TV; MacBook Air; iPhone 14 Pro; MacBook Pro; iPad Pro; Jogo Facas Tramontina; God Of War Ragnarok PS4; Ventilador Mondial; Lavadora de Alta Pressão WAP; Furadeira Parafusadeira WAP; Fonte MSI MAG; Monitor Gamer LG; Utensílios de Cozinha de Madeira; 3 Prateleiras; Panela de Pressão 4,5L; Varal Dobrável; Módulo Automotivo Soundigital; Churrasqueira Elétrica Giratória Inox; Fogão Cooktop Chamalar; Multiprocessador Philco; Cortador Elétrico Mondial Spiralize; Mala de Viagem ABS P; Box O Fantasma da Ópera; Taça Prime Scotland Whisky; Copo Trainer 220ml MAM Rosa; Glencairn Copo de Uísque; Câmera de Esgoto com Tela LED; Escova de Dentes MAM Training Brush Azul; Umidificador Difusor BanpinSH; Faqueiro Amazonas 48 Peças; Nebzmart Portátil; Shampoo Desamarelador Truss Blond; Magic Mixies Caldeirão Mágico Rosa; Barbeador Série Flex; Barbeador Elétrico Philips Seco; Multiplicador 5 Tomadas Bivolt; Headset HyperX Cloud II; Phebo Sabonete Líquido 320ml; Caixa Organizadora Bambu; Vela Aromatizada Jasmim Silvestre"
