capacidade_m3,media_valor,desvio_padrao_valor,melhor_valor,custo_melhor,volume_m3_melhor,qtd_itens_melhor,media_tempo_execucao_s,desvio_tempo_execucao_s,itens_selecionados_melhor
6.0,139726.2015,1033.3922,141992.9400,6688.9608,5.9690,72,1.0229,0.0060,Iphone 6; TV 55'; TV 50'; TV 42'; Notebook Dell; Notebook Asus; Echo Show 8; A História da Terra-média - Box 2; Cafeteira Oster PrimaLatte II; Umidificador WAP Air Flow; Truss Hidratação Intensa; CD Dua Lipa Future Nostalgia; Kit Casa Conectada Positivo; Difusor de Aromas; Echo Studio; Echo Show 10; Kindle 11ª Geração; Boneco Dungeons & Dragons; LEGO Ideas Farol Motorizado; LEGO Indiana Jones Templo do Ídolo Dourado; Mochila Casual; Frigobar Midea 45L; Fritadeira Airfryer 4L; Cafeteira Espresso Arno Nescafé; Forno Elétrico Britânia; Micro-ondas Electrolux; Lavadora Consul; Lavadora Brastemp; Cooktop 4 Bocas Mondial; Refrigerador Brastemp French Door; Fogão 4 bocas Dako; Lava e Seca Samsung; Freezer Horizontal Consul; Apple TV; MacBook Air; iPhone 14 Pro; MacBook Pro; iPad Pro; Jogo Facas Tramontina; God Of War Ragnarok PS4; Furadeira Parafusadeira WAP; Fonte MSI MAG; Utensílios de Cozinha de Madeira; Módulo Automotivo Soundigital; Churrasqueira Elétrica Giratória Inox; Multiprocessador Philco; Cortador Elétrico Mondial Spiralize; Box O Fantasma da Ópera; Copo Trainer 220ml MAM Rosa; Glencairn Copo de Uísque; Câmera de Esgoto com Tela LED; A História da Terra-média - Box 2 (2ª vez); Escova de Dentes MAM Training Brush Azul; Mini Desembaraçador Amazon Aqua; Umidificador Difusor BanpinSH; Faqueiro Amazonas 48 Peças; Controle Remoto Universal Smart TV; Nebzmart Portátil; Mini Carregador Portátil Pruie; Shampoo Desamarelador Truss Blond; Mop Flat Chenile; Magic Mixies Caldeirão Mágico Rosa; Barbeador Série Flex; Barbeador Elétrico Philips Seco; Magic Mixies Mixlings Twin Pack; Multiplicador 5 Tomadas Bivolt; Ferro Black+Decker a Vapor; Headset HyperX Cloud II; Jogo Rummikub Júnior; Caixa Organizadora Bambu; Arandela Carvalho; Gaveteiro Madeira Branco
