capacidade_m3,media_valor,desvio_padrao_valor,melhor_valor,custo_melhor,volume_m3_melhor,qtd_itens_melhor,media_tempo_execucao_s,desvio_tempo_execucao_s,itens_selecionados_melhor
6.0,26152.9810,643.6170,27042.3500,4939.2890,4.7993,14,0.9262,0.0668,Geladeira Dako; iPhone 6; TV 55; TV 50; TV 42; Notebook Dell; Ventilador Panasonic; Microondas Electrolux; Microondas LG; Microondas Panasonic; Geladeira Brastemp; Geladeira Consul; Notebook Lenovo; Notebook Asus
