capacidade_m3,media_valor,desvio_padrao_valor,melhor_valor,custo_melhor,volume_m3_melhor,qtd_itens_melhor,media_tempo_execucao_s,desvio_tempo_execucao_s,itens_selecionados_melhor
9.0,26054.1420,517.6914,27042.3500,4939.2890,4.7993,14,0.9282,0.0538,Geladeira Dako; iPhone 6; TV 55; TV 50; TV 42; Notebook Dell; Ventilador Panasonic; Microondas Electrolux; Microondas LG; Microondas Panasonic; Geladeira Brastemp; Geladeira Consul; Notebook Lenovo; Notebook Asus
