capacidade_m3,media_valor,desvio_padrao_valor,melhor_valor,custo_melhor,volume_m3_melhor,qtd_itens_melhor,media_tempo_execucao_s,desvio_tempo_execucao_s,itens_selecionados_melhor
3.0,24712.6065,284.6599,24993.5500,3027.2890,2.9173,11,1.0094,0.0167,iPhone 6; TV 55; TV 50; TV 42; Notebook Dell; Microondas Electrolux; Microondas LG; Microondas Panasonic; Geladeira Consul; Notebook Lenovo; Notebook Asus
